,0,1,2,3,4,5,6
857,20183,"Nov 09, 2024
1:00 PM PST",Eastshore Alliance FC Alliance 2015G Red,-,Piedmont SC Highlanders 2015G Grey,Cerrito Vista Park - Cerrito Vista Park B (7v7),Copper - Region 4
858,20185,"Nov 16, 2024
8:45 AM PST",Richmond Sol Cobras RSOLFC15G,-,East Bay United EBUSC Bay Oaks 15G Premier II,"1300 virginia Ave Richmond, CA (MLK Turf Field)  - Mlk field",Copper - Region 4
859,20186,"Nov 16, 2024
9:00 AM PST",Football Club Alliance FCA 15G Blue,-,Clippers FC 2015 Girls Blue,Pinole Middle School - North Field,Copper - Region 4
860,20184,"Nov 16, 2024
3:50 PM PST",Richmond United SC Richmond United Panthers,-,Alameda Soccer Club Alameda SC Islanders 15G White,Rumrill Sports Complex - Field 3,Copper - Region 4
861,20217,"Aug 17, 2024
9:00 AM PDT",Dublin United Dublin United 15G Black,0 - 7,Mt Diablo Mustang Soccer 2015G Alliance,Fallon Sports Park - FSP1SOUTH,Copper - Region 3
862,20190,"Aug 24, 2024
8:00 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo I,2 - 5,Mt Diablo Mustang Soccer 2015G Alliance,Kellman Fields - Field #3 (7v7),Copper - Region 3
863,20188,"Aug 24, 2024
12:00 PM PDT",Dublin United Dublin United 15G Black,0 - 10,Pleasanton Rage Pleasanton RAGE 15 Select II,Fallon Sports Park - FSP1SOUTH,Copper - Region 3
864,20189,"Aug 24, 2024
2:00 PM PDT",East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,6 - 1,Mustang Soccer Mustang SC Wolves 15F,Wilder Soccer Complex - Wilder 4 Turf 7v7,Copper - Region 3
865,20194,"Aug 25, 2024
3:30 PM PDT",San Ramon FC San Ramon FC 15G Grey,8 - 0,Dublin United Dublin United 15G Black,Central Park - CP2 North,Copper - Region 3
866,20208,"Sep 07, 2024
8:00 AM PDT",San Ramon FC San Ramon FC 15G Grey,0 - 3,Mt Diablo Mustang Soccer 2015G Alliance,Central Park - CP2 South,Copper - Region 3
867,20192,"Sep 07, 2024
12:00 PM PDT",Mustang Soccer Mustang SC Wolves 15F,3 - 4,Livermore Fusion SC Fusion SC 2015 Girls Evo I,Sycamore Valley Park - Sycamore Park #1B,Copper - Region 3
868,20193,"Sep 07, 2024
12:30 PM PDT",Pleasanton Rage Pleasanton RAGE 15 Select II,0 - 5,East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Copper - Region 3
869,20187,"Sep 08, 2024
12:00 PM PDT",California Magic Soccer Club Cal Magic 2015G Sky,2 - 2,San Ramon FC San Ramon FC 15G Grey,Wilder Fields - Wilder #1A,Copper - Region 3
870,20195,"Sep 14, 2024
12:00 PM PDT",Dublin United Dublin United 15G Black,-,California Magic Soccer Club Cal Magic 2015G Sky,Fallon Sports Park - FSP1SOUTH,Copper - Region 3
871,20198,"Sep 14, 2024
1:00 PM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo II,-,Mustang Soccer Mustang SC Wolves 15F,Kellman Fields - Field #3 (7v7),Copper - Region 3
872,20196,"Sep 14, 2024
1:30 PM PDT",East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,-,San Ramon FC San Ramon FC 15G Grey,Orinda Intermediate School - 7v7 Grass,Copper - Region 3
873,20191,"Sep 15, 2024
9:00 AM PDT",Mt Diablo Mustang Soccer 2015G Alliance,-,Livermore Fusion SC Fusion SC 2015 Girls Evo II,Oak Grove Middle School - Oak Grove 7v7,Copper - Region 3
874,20202,"Sep 21, 2024
8:00 AM PDT",California Magic Soccer Club Cal Magic 2015G Sky,-,East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,Wilder Fields - Wilder #1B,Copper - Region 3
875,20200,"Sep 21, 2024
12:30 PM PDT",Pleasanton Rage Pleasanton RAGE 15 Select II,-,Livermore Fusion SC Fusion SC 2015 Girls Evo II,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Copper - Region 3
876,20222,"Sep 22, 2024
9:30 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Select II,-,California Magic Soccer Club Cal Magic 2015G Sky,Amador (Aquatic) Park - Aquatic Park 1 (AQ1),Copper - Region 3
877,20201,"Sep 28, 2024
11:00 AM PDT",San Ramon FC San Ramon FC 15G Grey,-,Livermore Fusion SC Fusion SC 2015 Girls Evo I,Central Park - CP2 North,Copper - Region 3
878,20199,"Sep 29, 2024
10:50 AM PDT",Mustang Soccer Mustang SC Wolves 15F,-,Mt Diablo Mustang Soccer 2015G Alliance,Sycamore Valley Park - Sycamore Park #1B,Copper - Region 3
879,20203,"Oct 05, 2024
11:45 AM PDT",East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,-,Dublin United Dublin United 15G Black,Wilder Soccer Complex - Wilder 4 Turf 7v7,Copper - Region 3
880,20204,"Oct 05, 2024
1:00 PM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo I,-,California Magic Soccer Club Cal Magic 2015G Sky,Robertson Park - Grass #3B (7v7),Copper - Region 3
881,20205,"Oct 05, 2024
2:15 PM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo II,-,San Ramon FC San Ramon FC 15G Grey,Robertson Park - Grass #3B (7v7),Copper - Region 3
882,20207,"Oct 12, 2024
8:00 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Select II,-,Mustang Soccer Mustang SC Wolves 15F,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Copper - Region 3
883,20210,"Oct 12, 2024
10:00 AM PDT",Dublin United Dublin United 15G Black,-,Livermore Fusion SC Fusion SC 2015 Girls Evo I,Fallon Sports Park - FSP1SOUTH,Copper - Region 3
884,20206,"Oct 13, 2024
9:00 AM PDT",Mt Diablo Mustang Soccer 2015G Alliance,-,Pleasanton Rage Pleasanton RAGE 15 Select II,Oak Grove Middle School - Oak Grove 7v7,Copper - Region 3
885,20211,"Oct 13, 2024
11:45 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo I,-,East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,Kellman Fields - Field #3 (7v7),Copper - Region 3
886,20213,"Oct 19, 2024
11:40 AM PDT",Mt Diablo Mustang Soccer 2015G Alliance,-,California Magic Soccer Club Cal Magic 2015G Sky,Oak Grove Middle School - Oak Grove 7v7,Copper - Region 3
887,20212,"Oct 19, 2024
2:45 PM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo II,-,Dublin United Dublin United 15G Black,Kellman Fields - Field #3 (7v7),Copper - Region 3
888,20197,"Nov 02, 2024
11:45 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Evo I,-,Pleasanton Rage Pleasanton RAGE 15 Select II,Kellman Fields - Field #3 (7v7),Copper - Region 3
889,20209,"Nov 03, 2024
9:20 AM PST",California Magic Soccer Club Cal Magic 2015G Sky,-,Livermore Fusion SC Fusion SC 2015 Girls Evo II,Wilder Fields - Wilder #1A,Copper - Region 3
890,20216,"Nov 16, 2024
8:00 AM PST",California Magic Soccer Club Cal Magic 2015G Sky,-,Mustang Soccer Mustang SC Wolves 15F,Wilder Fields - Wilder #1A,Copper - Region 3
891,20218,"Nov 16, 2024
10:45 AM PST",East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,-,Livermore Fusion SC Fusion SC 2015 Girls Evo II,Wilder Soccer Complex - Wilder 4 Turf 7v7,Copper - Region 3
892,20215,"Nov 16, 2024
6:30 PM PST",San Ramon FC San Ramon FC 15G Grey,-,Pleasanton Rage Pleasanton RAGE 15 Select II,San Ramon Sports Park - Tiff Roberts North,Copper - Region 3
893,20214,"Nov 17, 2024
8:30 AM PST",Mustang Soccer Mustang SC Wolves 15F,-,San Ramon FC San Ramon FC 15G Grey,Mustang Soccer Complex - MSC Lower A,Copper - Region 3
894,20219,"Nov 17, 2024
10:30 AM PST",Livermore Fusion SC Fusion SC 2015 Girls Evo II,-,Livermore Fusion SC Fusion SC 2015 Girls Evo I,Robertson Park - Grass #3B (7v7),Copper - Region 3
895,20220,"Nov 17, 2024
10:30 AM PST",Mt Diablo Mustang Soccer 2015G Alliance,-,East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,Hidden Lakes Park - Hidden Lakes 7V7 B,Copper - Region 3
896,20221,"Nov 23, 2024
5:20 PM PST",Mustang Soccer Mustang SC Wolves 15F,-,Dublin United Dublin United 15G Black,Mustang Soccer Complex - MSC Lower A,Copper - Region 3
897,24034,"Aug 17, 2024
11:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,7 - 0,MVLA San Jose MVLA San Jose 15G Blue,Rosita Park - Rosita Park,Silver - Region 2
898,24009,"Aug 18, 2024
3:00 PM PDT",MVLA San Jose MVLA San Jose 15G Blue,0 - 2,Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,O'Malley - O'Malley 1A,Silver - Region 2
899,24007,"Aug 24, 2024
3:45 PM PDT",Almaden FC Almaden FC Quicksilver 15G Black,3 - 4,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,Pioneer High School (PINR) - Pioneer High School 1B,Silver - Region 2
900,24033,"Aug 25, 2024
12:30 PM PDT",OV Toros FC OV Toros FC 2015G Red,1 - 5,Los Gatos United Soccer Club 2015G I,Kirigin Cellars (Parking entrance is on Day Rd) - Syrah (7 v 7),Silver - Region 2
901,24010,"Sep 07, 2024
10:30 AM PDT",OV Toros FC OV Toros FC 2015G Red,1 - 3,MVLA San Jose MVLA San Jose 15G Blue,Kirigin Cellars (Parking entrance is on Day Rd) - Syrah (7 v 7),Silver - Region 2
902,24011,"Sep 07, 2024
4:30 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,3 - 3,Los Gatos United Soccer Club 2015G I,Cabrillo MS - 7v7 Field,Silver - Region 2
903,24013,"Sep 14, 2024
12:30 PM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,-,Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,Rosita Park - Rosita Park,Silver - Region 2
904,24008,"Sep 15, 2024
2:40 PM PDT",Los Gatos United Soccer Club 2015G I,-,Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,Daves Avenue Elementary - 7v7 - Field A,Silver - Region 2
905,24014,"Sep 15, 2024
3:30 PM PDT",Almaden FC Almaden FC Quicksilver 15G Black,-,Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,Pioneer High School (PINR) - Pioneer High School 1B,Silver - Region 2
906,24017,"Sep 21, 2024
10:30 AM PDT",OV Toros FC OV Toros FC 2015G Red,-,Almaden FC Almaden FC Quicksilver 15G Black,Kirigin Cellars (Parking entrance is on Day Rd) - Syrah (7 v 7),Silver - Region 2
907,24018,"Sep 21, 2024
2:00 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,Cabrillo MS - 7v7 Field,Silver - Region 2
908,24027,"Sep 29, 2024
11:00 AM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,-,Los Gatos United Soccer Club 2015G I,Rosita Park - Rosita Park,Silver - Region 2
909,24020,"Oct 05, 2024
2:00 PM PDT",Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,-,OV Toros FC OV Toros FC 2015G Red,Rosita Park - Rosita Park,Silver - Region 2
910,24021,"Oct 05, 2024
2:30 PM PDT",Almaden FC Almaden FC Quicksilver 15G Black,-,MVLA San Jose MVLA San Jose 15G Blue,Pioneer High School (PINR) - Pioneer High School 1B,Silver - Region 2
911,24019,"Oct 05, 2024
4:00 PM PDT",Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,-,Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,Martin Luther King Park - MLK Park 7v7,Silver - Region 2
912,24023,"Oct 12, 2024
11:00 AM PDT",MVLA San Jose MVLA San Jose 15G Blue,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,Rachel Carson Elementary School - Carson Elementary Grass Field 1,Silver - Region 2
913,24022,"Oct 12, 2024
3:00 PM PDT",Los Gatos United Soccer Club 2015G I,-,Almaden FC Almaden FC Quicksilver 15G Black,Daves Avenue Elementary - 7v7 - Field B,Silver - Region 2
914,24016,"Oct 13, 2024
1:00 PM PDT",MVLA San Jose MVLA San Jose 15G Blue,-,Los Gatos United Soccer Club 2015G I,O'Malley - O'Malley 2A,Silver - Region 2
915,24025,"Oct 19, 2024
3:00 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,-,OV Toros FC OV Toros FC 2015G Red,Reed and Grant Sports Park - Field #2A,Silver - Region 2
916,24015,"Oct 20, 2024
1:30 PM PDT",Los Gatos United Soccer Club 2015G I,-,OV Toros FC OV Toros FC 2015G Red,Daves Avenue Elementary - 7v7 - Field A,Silver - Region 2
917,24026,"Oct 20, 2024
4:30 PM PDT",Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,-,MVLA San Jose MVLA San Jose 15G Blue,Chavez Middle School - 7v7,Silver - Region 2
918,24024,"Nov 03, 2024
11:00 AM PST",OV Toros FC OV Toros FC 2015G Red,-,Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,Morgan Hill Outdoor Sports Complex (No Dogs)  - 3A (7 v 7),Silver - Region 2
919,24012,"Nov 09, 2024
10:30 AM PST",Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,-,Almaden FC Almaden FC Quicksilver 15G Black,Costaño School - Costano 7v7 Field #1,Silver - Region 2
920,24028,"Nov 16, 2024
2:00 PM PST",MVLA San Jose MVLA San Jose 15G Blue,-,OV Toros FC OV Toros FC 2015G Red,Rachel Carson Elementary School - Carson Elementary Grass Field 1,Silver - Region 2
921,24030,"Nov 16, 2024
2:15 PM PST",Almaden FC Almaden FC Quicksilver 15G Black,-,Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,Pioneer High School (PINR) - Pioneer High School 1B,Silver - Region 2
922,24029,"Nov 17, 2024
12:20 PM PST",Los Gatos United Soccer Club 2015G I,-,Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,Daves Avenue Elementary - 7v7 - Field A,Silver - Region 2
923,24031,"Nov 23, 2024
10:00 AM PST",Ravenswood Juniors Soccer Club Ravenswood SC G15/16 Roma,-,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,Costaño School - Costano 7v7 Field #1,Silver - Region 2
924,24032,"Nov 23, 2024
3:00 PM PST",Santa Clara Youth Soccer League SC LIONS 2015G RED - MCINTOSH,-,Almaden FC Almaden FC Quicksilver 15G Black,Reed and Grant Sports Park - Field #2A,Silver - Region 2
925,16285,"Aug 24, 2024
9:20 AM PDT",California Magic Soccer Club Cal Magic 2015G East,0 - 4,Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,Wilder Fields - Wilder #1A,Gold - Region 3/4
926,16286,"Aug 24, 2024
9:30 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Maroon,2 - 4,Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,Kellman Fields - Field #3 (7v7),Gold - Region 3/4
927,16284,"Aug 24, 2024
12:00 PM PDT",1974 Newark FC 1974 NFC 15G Orange,1 - 0,San Ramon FC San Ramon FC 15G Navy,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Gold - Region 3/4
928,16283,"Aug 24, 2024
3:20 PM PDT",Piedmont SC Highlanders 2015G Purple,4 - 1,Mustang Soccer Mustang SC 15G Elite I,Beach Turf Play Field - Beach Turf Playfield,Gold - Region 3/4
929,16308,"Aug 25, 2024
1:10 PM PDT",Mustang Soccer Mustang SC 15G Elite I,2 - 0,Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,Sycamore Valley Park - Sycamore Park #1B,Gold - Region 3/4
930,16288,"Sep 07, 2024
9:30 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,4 - 3,Livermore Fusion SC Fusion SC 2015 Girls Maroon,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Gold - Region 3/4
931,16287,"Sep 07, 2024
9:30 AM PDT",San Ramon FC San Ramon FC 15G Navy,2 - 5,Piedmont SC Highlanders 2015G Purple,Central Park - CP2 South,Gold - Region 3/4
932,16290,"Sep 07, 2024
10:50 AM PDT",Mustang Soccer Mustang SC 15G Elite I,2 - 4,California Magic Soccer Club Cal Magic 2015G East,Sycamore Valley Park - Sycamore Park #1A,Gold - Region 3/4
933,16293,"Sep 14, 2024
9:30 AM PDT",Piedmont SC Highlanders 2015G Purple,-,California Magic Soccer Club Cal Magic 2015G East,Beach Turf Play Field - Beach Turf Playfield,Gold - Region 3/4
934,16306,"Sep 21, 2024
9:30 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,-,Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,Amador (Aquatic) Park - Aquatic Park 4 (AQ4),Gold - Region 3/4
935,16297,"Sep 21, 2024
10:40 AM PDT",Piedmont SC Highlanders 2015G Purple,-,Livermore Fusion SC Fusion SC 2015 Girls Maroon,Beach Turf Play Field - Beach Turf Playfield,Gold - Region 3/4
936,16295,"Sep 21, 2024
12:00 PM PDT",1974 Newark FC 1974 NFC 15G Orange,-,Mustang Soccer Mustang SC 15G Elite I,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Gold - Region 3/4
937,16311,"Sep 22, 2024
9:40 AM PDT",Mustang Soccer Mustang SC 15G Elite I,-,Piedmont SC Highlanders 2015G Purple,Sycamore Valley Park - Sycamore Park #1A,Gold - Region 3/4
938,16294,"Sep 22, 2024
3:00 PM PDT",1974 Newark FC 1974 NFC 15G Orange,-,Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Gold - Region 3/4
939,16289,"Sep 28, 2024
10:00 AM PDT",Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,-,1974 Newark FC 1974 NFC 15G Orange,El Divisadero - WC El Divisadero,Gold - Region 3/4
940,16292,"Sep 28, 2024
10:30 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Maroon,-,Mustang Soccer Mustang SC 15G Elite I,Kellman Fields - Field #3 (7v7),Gold - Region 3/4
941,16291,"Sep 29, 2024
2:00 PM PDT",San Ramon FC San Ramon FC 15G Navy,-,Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,Central Park - CP2 South,Gold - Region 3/4
942,16302,"Oct 05, 2024
12:00 PM PDT",California Magic Soccer Club Cal Magic 2015G East,-,1974 Newark FC 1974 NFC 15G Orange,Wilder Fields - Wilder #1B,Gold - Region 3/4
943,16300,"Oct 05, 2024
12:45 PM PDT",Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,-,Piedmont SC Highlanders 2015G Purple,El Divisadero - WC El Divisadero,Gold - Region 3/4
944,16299,"Oct 05, 2024
3:30 PM PDT",Mustang Soccer Mustang SC 15G Elite I,-,Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,Sycamore Valley Park - Sycamore Park #1A,Gold - Region 3/4
945,16296,"Oct 06, 2024
2:00 PM PDT",Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,-,California Magic Soccer Club Cal Magic 2015G East,El Divisadero - WC El Divisadero,Gold - Region 3/4
946,16303,"Oct 12, 2024
10:40 AM PDT",California Magic Soccer Club Cal Magic 2015G East,-,Livermore Fusion SC Fusion SC 2015 Girls Maroon,Wilder Fields - Wilder #1B,Gold - Region 3/4
947,16304,"Oct 12, 2024
11:00 AM PDT",San Ramon FC San Ramon FC 15G Navy,-,Mustang Soccer Mustang SC 15G Elite I,Central Park - CP2 South,Gold - Region 3/4
948,16305,"Oct 12, 2024
3:00 PM PDT",1974 Newark FC 1974 NFC 15G Orange,-,Piedmont SC Highlanders 2015G Purple,MacGregor Fields - MacGregor Fields - MAC #4 (7V7),Gold - Region 3/4
949,16301,"Oct 13, 2024
9:15 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Maroon,-,San Ramon FC San Ramon FC 15G Navy,Kellman Fields - Field #3 (7v7),Gold - Region 3/4
950,16309,"Oct 19, 2024
8:00 AM PDT",California Magic Soccer Club Cal Magic 2015G East,-,San Ramon FC San Ramon FC 15G Navy,Wilder Fields - Wilder #1B,Gold - Region 3/4
951,16307,"Oct 19, 2024
9:30 AM PDT",Piedmont SC Highlanders 2015G Purple,-,Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,Beach Turf Play Field - Beach Turf Playfield,Gold - Region 3/4
952,16310,"Oct 19, 2024
9:30 AM PDT",Livermore Fusion SC Fusion SC 2015 Girls Maroon,-,1974 Newark FC 1974 NFC 15G Orange,Kellman Fields - Field #3 (7v7),Gold - Region 3/4
953,16298,"Oct 20, 2024
8:00 AM PDT",Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,-,San Ramon FC San Ramon FC 15G Navy,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Gold - Region 3/4
954,16313,"Nov 16, 2024
2:00 PM PST",Pleasanton Rage Pleasanton RAGE 15 Pre-ECNL,-,California Magic Soccer Club Cal Magic 2015G East,Amador (Aquatic) Park - Aquatic Park 3 (AQ3),Gold - Region 3/4
955,16314,"Nov 16, 2024
3:00 PM PST",Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Blue,-,Livermore Fusion SC Fusion SC 2015 Girls Maroon,El Divisadero - WC El Divisadero,Gold - Region 3/4
956,16312,"Nov 17, 2024
3:00 PM PST",San Ramon FC San Ramon FC 15G Navy,-,1974 Newark FC 1974 NFC 15G Orange,San Ramon Sports Park - Tiff Roberts South,Gold - Region 3/4
957,24748,"Aug 18, 2024
10:30 AM PDT",Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,3 - 1,Red Star Soccer Academy Red Star 15G Red,Oceana high school - Oceana upper # 3,Bronze - Region 1 - South
958,24746,"Aug 24, 2024
11:45 AM PDT",JSC Soccer Club JSC 15G White,1 - 5,Stanford Strikers FC Stanford Strikers 15G Red,Hoover Park - Southwest,Bronze - Region 1 - South
959,24747,"Aug 24, 2024
2:00 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,7 - 3,Burlingame Soccer Club Burlingame SC 2015G Green,Reed and Grant Sports Park - Field #2A,Bronze - Region 1 - South
960,24745,"Aug 24, 2024
4:00 PM PDT",AYSO United Silicon Valley United Silicon Valley 15G Red,4 - 0,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,San Antonio Park (1026 Astoria Dr) - 7 v 7,Bronze - Region 1 - South
961,24744,"Aug 25, 2024
10:30 AM PDT",ALBION SC Silicon Valley SM SM G15 Academy,9 - 1,Bay Area Surf 15G,Bay Meadows - Bay Meadows #3 (7v7) NE 7v7,Bronze - Region 1 - South
962,24750,"Sep 07, 2024
10:15 AM PDT",Red Star Soccer Academy Red Star 15G Red,7 - 1,Burlingame Soccer Club Burlingame SC 2015G Green,Grant Park - Grant 2,Bronze - Region 1 - South
963,24752,"Sep 07, 2024
1:30 PM PDT",Stanford Strikers FC Stanford Strikers 15G Red,0 - 8,AYSO United Silicon Valley United Silicon Valley 15G Red,Jane Lathrop Stanford MS (JLS) - 4,Bronze - Region 1 - South
964,24778,"Sep 07, 2024
3:00 PM PDT",Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,4 - 5,Bay Area Surf 15G,Oceana high school - Oceana upper # 4,Bronze - Region 1 - South
965,24749,"Sep 07, 2024
4:15 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,5 - 3,JSC Soccer Club JSC 15G White,Reed and Grant Sports Park - Field #2A,Bronze - Region 1 - South
966,24754,"Sep 14, 2024
4:30 PM PDT",AYSO United Silicon Valley United Silicon Valley 15G Red,-,Bay Area Surf 15G,San Antonio Park (1026 Astoria Dr) - 7 v 7,Bronze - Region 1 - South
967,24757,"Sep 15, 2024
8:00 AM PDT",Burlingame Soccer Club Burlingame SC 2015G Green,-,Stanford Strikers FC Stanford Strikers 15G Red,Franklin / Osberg Schools - Franklin North,Bronze - Region 1 - South
968,24755,"Sep 15, 2024
9:00 AM PDT",Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,-,Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,Oceana high school - Oceana upper # 4,Bronze - Region 1 - South
969,24758,"Sep 15, 2024
10:15 AM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,-,JSC Soccer Club JSC 15G White,Freedom Elementary  - Freedom,Bronze - Region 1 - South
970,24756,"Sep 15, 2024
10:30 AM PDT",ALBION SC Silicon Valley SM SM G15 Academy,-,Red Star Soccer Academy Red Star 15G Red,Bay Meadows - Bay Meadows #3 (7v7) NE 7v7,Bronze - Region 1 - South
971,24761,"Sep 21, 2024
9:15 AM PDT",JSC Soccer Club JSC 15G White,-,Red Star Soccer Academy Red Star 15G Red,Hoover Park - Northwest,Bronze - Region 1 - South
972,24762,"Sep 21, 2024
1:00 PM PDT",Burlingame Soccer Club Burlingame SC 2015G Green,-,Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,Village Park - Village Park,Bronze - Region 1 - South
973,24763,"Sep 21, 2024
4:40 PM PDT",Bay Area Surf 15G,-,Stanford Strikers FC Stanford Strikers 15G Red,Church on the Hill - 7v7,Bronze - Region 1 - South
974,24760,"Sep 22, 2024
9:00 AM PDT",Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,-,AYSO United Silicon Valley United Silicon Valley 15G Red,Reed and Grant Sports Park - Field #2A,Bronze - Region 1 - South
975,24759,"Sep 22, 2024
10:30 AM PDT",ALBION SC Silicon Valley SM SM G15 Academy,-,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,Bay Meadows - Bay Meadows #3 (7v7) NE 7v7,Bronze - Region 1 - South
976,24765,"Oct 05, 2024
11:30 AM PDT",Red Star Soccer Academy Red Star 15G Red,-,AYSO United Silicon Valley United Silicon Valley 15G Red,Grant Park - Grant 2,Bronze - Region 1 - South
977,24766,"Oct 05, 2024
1:30 PM PDT",Stanford Strikers FC Stanford Strikers 15G Red,-,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,Jane Lathrop Stanford MS (JLS) - 4,Bronze - Region 1 - South
978,24767,"Oct 05, 2024
3:15 PM PDT",Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,-,Bay Area Surf 15G,Reed and Grant Sports Park - Field #2A,Bronze - Region 1 - South
979,24764,"Oct 05, 2024
4:30 PM PDT",Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,-,JSC Soccer Club JSC 15G White,Oceana high school - Oceana upper # 3,Bronze - Region 1 - South
980,24768,"Oct 05, 2024
4:45 PM PDT",Burlingame Soccer Club Burlingame SC 2015G Green,-,ALBION SC Silicon Valley SM SM G15 Academy,Village Park - Village Park,Bronze - Region 1 - South
981,24773,"Oct 12, 2024
9:00 AM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,-,Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,Freedom Elementary  - Freedom,Bronze - Region 1 - South
982,24770,"Oct 12, 2024
12:00 PM PDT",AYSO United Silicon Valley United Silicon Valley 15G Red,-,Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,San Antonio Park (1026 Astoria Dr) - 7 v 7,Bronze - Region 1 - South
983,24771,"Oct 12, 2024
1:00 PM PDT",JSC Soccer Club JSC 15G White,-,Burlingame Soccer Club Burlingame SC 2015G Green,Hoover Park - Southwest,Bronze - Region 1 - South
